state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
AR,06-06-2021,231,231,231,3.05,2.94,3.15,7584,7562,7606,POINT (-92.439162 34.899825)
CA,06-06-2021,1274,1269,1280,2.16,1.99,2.33,58891,58655,59128,POINT (-119.662127 37.211164)
CT,06-06-2021,122,117,126,1.56,1.56,1.56,7791,7791,7791,POINT (-72.738288 41.575155)
DC,06-06-2021,97,97,97,3.58,3.58,3.58,2713,2713,2713,POINT (-77.016275 38.904785)
GA,06-06-2021,732,732,732,3.81,3.81,3.81,19209,19209,19209,POINT (-83.426574 32.638481)
ID,06-06-2021,110,110,111,3.37,3.17,3.57,3279,3269,3289,POINT (-114.659366 44.389073)
IN,06-06-2021,589,589,590,3.51,3.47,3.56,16767,16754,16780,POINT (-86.2818 39.919991)
KS,06-06-2021,113,113,113,1.42,1.32,1.52,7976,7944,8008,POINT (-98.38018 38.484729)
LA,06-06-2021,245,245,245,2,2,2,12474,12474,12474,POINT (-91.840238 30.921314)
MD,06-06-2021,491,488,495,5.13,5.13,5.13,9573,9573,9573,POINT (-76.687282 38.946466)
MI,06-06-2021,789,782,796,3.85,3.85,3.85,20477,20477,20477,POINT (-85.730977 44.874798)
AL,07-06-2021,286,286,286,2.06,2.06,2.06,13879,13879,13879,POINT (-86.844516 32.756889)
AR,07-06-2021,215,215,215,2.82,2.69,2.94,7629,7606,7652,POINT (-92.439162 34.899825)
CA,07-06-2021,1272,1267,1276,2.18,2.07,2.29,58292,58269,58315,POINT (-119.662127 37.211164)
CT,07-06-2021,117,117,117,1.51,1.51,1.51,7755,7755,7755,POINT (-72.738288 41.575155)
DC,07-06-2021,98,98,98,3.56,3.56,3.56,2751,2751,2751,POINT (-77.016275 38.904785)
GA,07-06-2021,760,749,770,3.97,3.23,4.71,19145,18909,19381,POINT (-83.426574 32.638481)
ID,07-06-2021,105,102,108,3.21,2.3,4.11,3276,3255,3297,POINT (-114.659366 44.389073)
IN,07-06-2021,621,615,627,3.7,3.28,4.13,16764,16689,16839,POINT (-86.2818 39.919991)
KS,07-06-2021,116,113,119,1.46,0.74,2.19,7936,7793,8079,POINT (-98.38018 38.484729)
LA,07-06-2021,272,272,272,2.21,2.21,2.21,12534,12534,12534,POINT (-91.840238 30.921314)
MD,07-06-2021,486,458,513,5.06,1.11,9.01,9604,8958,10250,POINT (-76.687282 38.946466)
MI,07-06-2021,772,765,779,3.75,3.75,3.75,20592,20592,20592,POINT (-85.730977 44.874798)
AL,08-06-2021,313,313,313,2.25,2.2,2.3,13909,13887,13931,POINT (-86.844516 32.756889)
AR,08-06-2021,231,228,234,2.98,2.04,3.92,7755,7577,7933,POINT (-92.439162 34.899825)
CA,08-06-2021,1286,1282,1290,2.19,2.19,2.19,58612,58612,58612,POINT (-119.662127 37.211164)
CT,08-06-2021,121,121,121,1.56,1.47,1.65,7766,7739,7793,POINT (-72.738288 41.575155)
DC,08-06-2021,99,99,99,3.6,3.6,3.6,2751,2751,2751,POINT (-77.016275 38.904785)
GA,08-06-2021,775,771,779,4.02,3.79,4.24,19300,19254,19346,POINT (-83.426574 32.638481)
ID,08-06-2021,113,103,123,3.44,-2.02,8.89,3288,2892,3684,POINT (-114.659366 44.389073)
IN,08-06-2021,581,581,581,3.45,3.42,3.49,16824,16807,16841,POINT (-86.2818 39.919991)
KS,08-06-2021,113,97,129,1.42,-1.97,4.81,7956,7733,8179,POINT (-98.38018 38.484729)
LA,08-06-2021,259,259,259,2.09,2.09,2.09,12615,12615,12615,POINT (-91.840238 30.921314)
MD,08-06-2021,440,432,448,4.54,3.44,5.63,9701,9536,9866,POINT (-76.687282 38.946466)
MI,08-06-2021,751,744,758,3.62,3.24,4.01,20735,20700,20770,POINT (-85.730977 44.874798)
AK,09-05-2021,39,39,39,2.62,2.62,2.62,1488,1488,1488,POINT (-151.631889 63.631126)
AZ,09-05-2021,535,535,535,3.88,3.85,3.92,13789,13777,13801,POINT (-111.664616 34.293239)
CO,09-05-2021,743,726,760,7.32,7.32,7.32,10151,10151,10151,POINT (-105.547832 38.998552)
DE,09-05-2021,124,124,124,4.69,4.69,4.69,2643,2643,2643,POINT (-75.452394 38.994926)
FL,09-05-2021,3192,3192,3192,6.21,6.21,6.21,52317,52317,52317,POINT (-82.420978 28.260731)
HI,09-05-2021,58,58,58,2.33,2.33,2.33,2493,2493,2493,POINT (-157.854309 21.361013)
IA,09-05-2021,163,163,163,2.16,2.16,2.16,7658,7658,7658,POINT (-93.500061 42.074659)
IL,09-05-2021,1922,1922,1922,6.71,6.71,6.71,28658,28658,28658,POINT (-89.148632 40.124144)
KY,09-05-2021,408,408,408,3.33,3.33,3.33,12236,12236,12236,POINT (-85.290484 37.526683)
MA,09-05-2021,368,368,368,2.22,2.18,2.26,16567,16545,16589,POINT (-71.481104 42.151077)
ME,09-05-2021,153,153,153,5.36,5.36,5.36,2854,2854,2854,POINT (-69.06137 45.117911)
MN,09-05-2021,572,572,572,6.09,6.09,6.09,9396,9396,9396,POINT (-94.198308 46.349153)
MO,09-05-2021,753,753,753,5.39,5.39,5.39,13960,13960,13960,POINT (-92.477244 38.3675)
MS,09-05-2021,221,221,221,2.85,2.85,2.85,7761,7761,7761,POINT (-89.65344 32.713378)
MT,09-05-2021,74,74,74,2.59,2.59,2.59,2856,2856,2856,POINT (-109.645127 47.033521)
ND,09-05-2021,94,94,94,4.7,4.7,4.7,1999,1999,1999,POINT (-100.46931 47.446305)
NE,09-05-2021,126,126,126,3.24,3.24,3.24,3964,3964,3964,POINT (-99.810595 41.527099)
NH,09-05-2021,84,84,84,3.02,3.02,3.02,2778,2778,2778,POINT (-71.57139 43.680429)
NJ,09-05-2021,1080,1080,1080,5.32,5.32,5.32,20310,20310,20310,POINT (-74.655514 40.110253)
NM,09-05-2021,155,155,155,4.2,4.2,4.2,3687,3687,3687,POINT (-106.108388 34.421369)
NV,09-05-2021,326,326,326,4.4,4.4,4.4,7568,7568,7568,POINT (-114.916992 39.283294)
NY,09-05-2021,2496,2496,2496,5.23,5.23,5.23,47697,47697,47697,POINT (-75.59655 42.921241)
OK,09-05-2021,242,242,242,2.63,2.61,2.66,9290,9282,9298,POINT (-97.508297 35.583449)
PA,09-05-2021,2160,2150,2170,7.69,7.69,7.69,28408,28408,28408,POINT (-77.838886 40.896694)
SC,09-05-2021,311,311,311,3.47,3.47,3.47,8966,8966,8966,POINT (-80.864614 33.878572)
SD,09-05-2021,69,69,69,2.92,2.92,2.92,2364,2364,2364,POINT (-100.230491 44.43614)
TN,09-05-2021,765,765,765,4.46,4.46,4.46,17574,17574,17574,POINT (-86.343226 35.842998)
UT,09-05-2021,136,136,136,2.56,2.56,2.56,5317,5317,5317,POINT (-111.678222 39.323779)
VA,09-05-2021,693,692,694,4.3,4.24,4.36,16113,16097,16129,POINT (-78.666382 37.510861)
AK,10-05-2021,41,41,41,2.75,2.75,2.75,1490,1490,1490,POINT (-151.631889 63.631126)
AZ,10-05-2021,553,548,558,4.01,4.01,4.01,13796,13796,13796,POINT (-111.664616 34.293239)
CO,10-05-2021,728,712,744,7.17,7.17,7.17,10148,10148,10148,POINT (-105.547832 38.998552)
DE,10-05-2021,122,122,122,4.6,4.6,4.6,2650,2650,2650,POINT (-75.452394 38.994926)
FL,10-05-2021,3248,3248,3248,6.34,6.34,6.34,52191,52191,52191,POINT (-82.420978 28.260731)
HI,10-05-2021,53,53,53,2.13,2.13,2.13,2486,2486,2486,POINT (-157.854309 21.361013)
IA,10-05-2021,167,167,167,2.21,2.21,2.21,7660,7660,7660,POINT (-93.500061 42.074659)
IL,10-05-2021,1920,1920,1921,6.71,6.71,6.71,28637,28637,28637,POINT (-89.148632 40.124144)
KY,10-05-2021,428,428,428,3.5,3.5,3.5,12237,12237,12237,POINT (-85.290484 37.526683)
MA,10-05-2021,379,377,381,2.29,2.29,2.29,16577,16577,16577,POINT (-71.481104 42.151077)
ME,10-05-2021,145,144,146,5.09,5.09,5.09,2851,2851,2851,POINT (-69.06137 45.117911)
MN,10-05-2021,578,578,578,6.15,6.15,6.15,9400,9400,9400,POINT (-94.198308 46.349153)
MO,10-05-2021,753,753,753,5.33,5.33,5.33,14117,14117,14117,POINT (-92.477244 38.3675)
MS,10-05-2021,254,251,257,3.24,3.24,3.24,7832,7832,7832,POINT (-89.65344 32.713378)
MT,10-05-2021,77,77,77,2.7,2.7,2.7,2856,2856,2856,POINT (-109.645127 47.033521)
ND,10-05-2021,93,92,94,4.68,4.68,4.68,1987,1987,1987,POINT (-100.46931 47.446305)
NE,10-05-2021,136,136,136,3.47,3.47,3.47,3992,3992,3992,POINT (-99.810595 41.527099)
NH,10-05-2021,84,84,84,3.02,3.02,3.02,2778,2778,2778,POINT (-71.57139 43.680429)
NJ,10-05-2021,1112,1112,1112,5.47,5.47,5.47,20324,20324,20324,POINT (-74.655514 40.110253)
NM,10-05-2021,156,155,157,4.24,4.24,4.24,3683,3683,3683,POINT (-106.108388 34.421369)
NV,10-05-2021,344,343,345,4.65,4.65,4.65,7565,7565,7565,POINT (-114.916992 39.283294)
NY,10-05-2021,2511,2511,2511,5.26,5.26,5.26,47729,47729,47729,POINT (-75.59655 42.921241)
OK,10-05-2021,224,223,226,2.43,2.43,2.43,9330,9330,9330,POINT (-97.508297 35.583449)
PA,10-05-2021,2016,2010,2023,7.19,6.62,7.77,28363,28079,28647,POINT (-77.838886 40.896694)
SC,10-05-2021,325,325,325,3.61,3.61,3.61,9006,9006,9006,POINT (-80.864614 33.878572)
SD,10-05-2021,65,65,65,2.77,2.77,2.77,2349,2349,2349,POINT (-100.230491 44.43614)
TN,10-05-2021,761,760,762,4.42,4.42,4.42,17625,17625,17625,POINT (-86.343226 35.842998)
UT,10-05-2021,147,147,147,2.76,2.76,2.76,5318,5318,5318,POINT (-111.678222 39.323779)
VA,10-05-2021,736,735,737,4.55,4.55,4.55,16166,16166,16166,POINT (-78.666382 37.510861)
AK,11-05-2021,41,41,41,2.73,2.73,2.73,1500,1500,1500,POINT (-151.631889 63.631126)
AZ,11-05-2021,563,563,563,4.04,4.04,4.04,13955,13955,13955,POINT (-111.664616 34.293239)
CO,11-05-2021,705,691,719,6.93,6.93,6.93,10167,10167,10167,POINT (-105.547832 38.998552)
DE,11-05-2021,112,112,112,4.22,4.22,4.22,2657,2657,2657,POINT (-75.452394 38.994926)
FL,11-05-2021,3365,3364,3366,6.52,6.52,6.52,52553,52553,52553,POINT (-82.420978 28.260731)
HI,11-05-2021,58,58,59,2.36,1.92,2.79,2483,2478,2488,POINT (-157.854309 21.361013)
IA,11-05-2021,166,127,205,2.2,2.2,2.2,7659,7659,7659,POINT (-93.500061 42.074659)
IL,11-05-2021,1924,1922,1925,6.71,6.71,6.71,28654,28654,28654,POINT (-89.148632 40.124144)
KY,11-05-2021,436,435,437,3.56,3.56,3.56,12238,12238,12238,POINT (-85.290484 37.526683)
MA,11-05-2021,377,377,377,2.25,2.25,2.25,16733,16733,16733,POINT (-71.481104 42.151077)
ME,11-05-2021,141,141,141,4.9,4.9,4.9,2878,2878,2878,POINT (-69.06137 45.117911)
MN,11-05-2021,558,558,558,5.83,5.83,5.83,9571,9571,9571,POINT (-94.198308 46.349153)
MO,11-05-2021,802,800,803,5.61,5.51,5.71,14290,14281,14299,POINT (-92.477244 38.3675)
MS,11-05-2021,249,248,250,3.17,3.17,3.17,7856,7856,7856,POINT (-89.65344 32.713378)
MT,11-05-2021,69,69,69,2.42,2.42,2.42,2853,2853,2853,POINT (-109.645127 47.033521)
ND,11-05-2021,99,99,99,4.98,4.98,4.98,1986,1986,1986,POINT (-100.46931 47.446305)
NE,11-05-2021,144,144,144,3.67,3.67,3.67,3999,3999,3999,POINT (-99.810595 41.527099)
NH,11-05-2021,78,78,78,2.81,2.81,2.81,2778,2778,2778,POINT (-71.57139 43.680429)
NJ,11-05-2021,1056,1056,1056,5.2,5.2,5.2,20322,20322,20322,POINT (-74.655514 40.110253)
NM,11-05-2021,159,159,159,4.32,4.32,4.32,3682,3682,3682,POINT (-106.108388 34.421369)
NV,11-05-2021,376,366,385,5,3.25,6.74,7681,7459,7903,POINT (-114.916992 39.283294)
NY,11-05-2021,2450,2450,2450,5.12,5.12,5.12,47859,47859,47859,POINT (-75.59655 42.921241)
OK,11-05-2021,217,217,217,2.34,2.31,2.37,9381,9373,9389,POINT (-97.508297 35.583449)
PA,11-05-2021,2179,2168,2190,7.42,7.1,7.75,29688,29585,29792,POINT (-77.838886 40.896694)
SC,11-05-2021,341,340,342,3.77,3.77,3.77,9049,9049,9049,POINT (-80.864614 33.878572)
SD,11-05-2021,65,65,65,2.77,2.77,2.77,2349,2349,2349,POINT (-100.230491 44.43614)
TN,11-05-2021,788,787,789,4.58,4.58,4.58,17630,17630,17630,POINT (-86.343226 35.842998)
UT,11-05-2021,135,135,135,2.54,2.54,2.54,5318,5318,5318,POINT (-111.678222 39.323779)
VA,11-05-2021,743,743,743,4.61,4.61,4.61,16131,16131,16131,POINT (-78.666382 37.510861)
AK,12-05-2021,35,35,35,2.35,2.35,2.35,1491,1491,1491,POINT (-151.631889 63.631126)
AZ,12-05-2021,562,560,564,4,3.82,4.18,14059,14042,14076,POINT (-111.664616 34.293239)
CO,12-05-2021,691,682,700,6.81,6.81,6.81,10142,10142,10142,POINT (-105.547832 38.998552)
DE,12-05-2021,105,105,105,3.92,3.92,3.92,2676,2676,2676,POINT (-75.452394 38.994926)
FL,12-05-2021,3352,3339,3365,6.49,6.49,6.49,52633,52633,52633,POINT (-82.420978 28.260731)
HI,12-05-2021,59,59,59,2.37,2.37,2.37,2485,2479,2491,POINT (-157.854309 21.361013)
IA,12-05-2021,170,170,170,2.23,2.23,2.23,7711,7711,7711,POINT (-93.500061 42.074659)
IL,12-05-2021,1805,1804,1806,6.29,6.29,6.29,28676,28676,28676,POINT (-89.148632 40.124144)
KY,12-05-2021,425,425,425,3.39,3.39,3.39,12542,12542,12542,POINT (-85.290484 37.526683)
MA,12-05-2021,348,346,350,2.08,2.08,2.08,16768,16768,16768,POINT (-71.481104 42.151077)
ME,12-05-2021,139,139,139,4.86,4.86,4.86,2860,2860,2860,POINT (-69.06137 45.117911)
MN,12-05-2021,546,546,547,5.64,5.64,5.64,9689,9689,9689,POINT (-94.198308 46.349153)
MO,12-05-2021,804,802,805,5.55,5.44,5.65,14490,14479,14501,POINT (-92.477244 38.3675)
MS,12-05-2021,236,236,236,2.99,2.99,2.99,7901,7901,7901,POINT (-89.65344 32.713378)
MT,12-05-2021,69,69,69,2.42,2.42,2.42,2853,2853,2853,POINT (-109.645127 47.033521)
ND,12-05-2021,105,105,105,5.15,5.15,5.15,2038,2038,2038,POINT (-100.46931 47.446305)
NE,12-05-2021,126,126,126,3.21,3.21,3.21,4001,4001,4001,POINT (-99.810595 41.527099)
NH,12-05-2021,66,66,66,2.38,2.38,2.38,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,12-05-2021,977,977,977,4.79,4.79,4.79,20394,20394,20394,POINT (-74.655514 40.110253)
NM,12-05-2021,152,150,153,4.11,4.11,4.11,3682,3682,3682,POINT (-106.108388 34.421369)
NV,12-05-2021,335,335,335,4.53,4.53,4.53,7558,7558,7558,POINT (-114.916992 39.283294)
NY,12-05-2021,2393,2391,2395,5,4.93,5.06,47900,47836,47964,POINT (-75.59655 42.921241)
OK,12-05-2021,217,215,219,2.32,2.03,2.62,9443,9435,9451,POINT (-97.508297 35.583449)
PA,12-05-2021,2033,2033,2033,7.2,6.99,7.41,28586,28476,28697,POINT (-77.838886 40.896694)
SC,12-05-2021,320,318,321,3.52,3.52,3.52,9074,9074,9074,POINT (-80.864614 33.878572)
SD,12-05-2021,64,64,64,2.71,2.71,2.71,2364,2364,2364,POINT (-100.230491 44.43614)
TN,12-05-2021,766,766,766,4.45,4.45,4.45,17618,17618,17618,POINT (-86.343226 35.842998)
UT,12-05-2021,147,147,147,2.76,2.76,2.76,5320,5320,5320,POINT (-111.678222 39.323779)
VA,12-05-2021,704,703,705,4.36,4.36,4.36,16139,16139,16139,POINT (-78.666382 37.510861)
AK,13-05-2021,35,35,35,2.35,2.35,2.35,1488,1488,1488,POINT (-151.631889 63.631126)
AZ,13-05-2021,578,577,580,4.11,3.99,4.24,14077,14055,14099,POINT (-111.664616 34.293239)
CO,13-05-2021,663,656,670,6.54,6.54,6.54,10140,10140,10140,POINT (-105.547832 38.998552)
DE,13-05-2021,97,97,97,3.52,3.52,3.52,2752,2752,2752,POINT (-75.452394 38.994926)
FL,13-05-2021,3320,3304,3336,6.41,6.41,6.41,52734,52734,52734,POINT (-82.420978 28.260731)
HI,13-05-2021,58,58,58,2.34,2.34,2.34,2476,2470,2482,POINT (-157.854309 21.361013)
IA,13-05-2021,166,166,167,2.2,2.05,2.34,7680,7675,7685,POINT (-93.500061 42.074659)
IL,13-05-2021,1727,1724,1730,6.02,5.88,6.16,28702,28632,28772,POINT (-89.148632 40.124144)
KY,13-05-2021,415,415,415,3.39,3.39,3.39,12236,12236,12236,POINT (-85.290484 37.526683)
MA,13-05-2021,344,338,350,2.05,2.05,2.05,16790,16790,16790,POINT (-71.481104 42.151077)
ME,13-05-2021,136,130,141,4.72,4.72,4.72,2874,2874,2874,POINT (-69.06137 45.117911)
MN,13-05-2021,556,555,556,5.73,5.73,5.73,9699,9699,9699,POINT (-94.198308 46.349153)
MO,13-05-2021,746,746,746,5.19,5.19,5.19,14382,14370,14394,POINT (-92.477244 38.3675)
MS,13-05-2021,242,241,243,3.07,2.87,3.27,7881,7864,7898,POINT (-89.65344 32.713378)
MT,13-05-2021,66,66,66,2.31,2.31,2.31,2853,2853,2853,POINT (-109.645127 47.033521)
ND,13-05-2021,101,100,102,4.96,4.65,5.27,2037,2032,2042,POINT (-100.46931 47.446305)
NE,13-05-2021,132,131,133,3.35,3.35,3.35,4015,4015,4015,POINT (-99.810595 41.527099)
NH,13-05-2021,70,70,70,2.52,2.52,2.52,2777,2777,2777,POINT (-71.57139 43.680429)
NJ,13-05-2021,964,964,964,4.73,4.73,4.73,20365,20365,20365,POINT (-74.655514 40.110253)
NM,13-05-2021,171,171,171,4.65,4.65,4.65,3681,3681,3681,POINT (-106.108388 34.421369)
NV,13-05-2021,351,351,351,4.75,4.75,4.75,7559,7559,7559,POINT (-114.916992 39.283294)
NY,13-05-2021,2294,2294,2294,4.79,4.79,4.79,47872,47872,47872,POINT (-75.59655 42.921241)
OK,13-05-2021,214,213,216,2.3,2.3,2.3,9442,9442,9442,POINT (-97.508297 35.583449)
PA,13-05-2021,1918,1907,1929,6.53,6.2,6.86,29700,29612,29789,POINT (-77.838886 40.896694)
SC,13-05-2021,312,311,313,3.44,3.44,3.44,9063,9063,9063,POINT (-80.864614 33.878572)
SD,13-05-2021,63,63,63,2.66,2.66,2.66,2364,2364,2364,POINT (-100.230491 44.43614)
TN,13-05-2021,727,726,728,4.22,4.22,4.22,17655,17655,17655,POINT (-86.343226 35.842998)
UT,13-05-2021,141,141,141,2.65,2.65,2.65,5322,5322,5322,POINT (-111.678222 39.323779)
VA,13-05-2021,674,673,675,4.18,4.18,4.18,16120,16120,16120,POINT (-78.666382 37.510861)
AK,14-05-2021,30,30,30,2.02,2.02,2.02,1488,1488,1488,POINT (-151.631889 63.631126)
AZ,14-05-2021,584,584,584,4.16,4.13,4.19,14062,14052,14072,POINT (-111.664616 34.293239)
CO,14-05-2021,660,650,669,6.52,6.52,6.52,10110,10110,10110,POINT (-105.547832 38.998552)
DE,14-05-2021,98,98,98,3.58,3.58,3.58,2737,2737,2737,POINT (-75.452394 38.994926)
FL,14-05-2021,3253,3240,3266,6.3,6.3,6.3,52584,52584,52584,POINT (-82.420978 28.260731)
HI,14-05-2021,51,51,51,2.06,2.06,2.06,2478,2473,2483,POINT (-157.854309 21.361013)
IA,14-05-2021,159,159,159,2.1,2.1,2.1,7665,7665,7665,POINT (-93.500061 42.074659)
IL,14-05-2021,1622,1620,1624,5.65,5.65,5.65,28710,28710,28710,POINT (-89.148632 40.124144)
KY,14-05-2021,421,421,421,3.44,3.44,3.44,12236,12236,12236,POINT (-85.290484 37.526683)
MA,14-05-2021,319,318,320,1.9,1.9,1.9,16764,16764,16764,POINT (-71.481104 42.151077)
ME,14-05-2021,136,130,141,4.75,4.75,4.75,2860,2860,2860,POINT (-69.06137 45.117911)
MN,14-05-2021,549,549,549,5.75,5.75,5.75,9554,9554,9554,POINT (-94.198308 46.349153)
MO,14-05-2021,706,706,706,4.92,4.92,4.92,14344,14333,14355,POINT (-92.477244 38.3675)
MS,14-05-2021,234,234,234,2.97,2.97,2.97,7870,7870,7870,POINT (-89.65344 32.713378)
MT,14-05-2021,64,64,64,2.24,2.24,2.24,2856,2856,2856,POINT (-109.645127 47.033521)
ND,14-05-2021,94,94,94,4.6,4.34,4.86,2044,2032,2056,POINT (-100.46931 47.446305)
NE,14-05-2021,123,123,123,3.12,3.12,3.12,4016,4016,4016,POINT (-99.810595 41.527099)
NH,14-05-2021,63,63,63,2.27,2.27,2.27,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,14-05-2021,944,943,945,4.65,4.65,4.65,20303,20303,20303,POINT (-74.655514 40.110253)
NM,14-05-2021,153,153,153,4.15,3.96,4.34,3686,3673,3699,POINT (-106.108388 34.421369)
NV,14-05-2021,309,309,309,4.18,4.18,4.18,7565,7565,7565,POINT (-114.916992 39.283294)
NY,14-05-2021,2206,2206,2206,4.62,4.62,4.62,47764,47764,47764,POINT (-75.59655 42.921241)
OK,14-05-2021,199,193,206,2.15,0.68,3.62,9374,9016,9732,POINT (-97.508297 35.583449)
PA,14-05-2021,1946,1944,1948,6.83,6.68,6.97,28842,28773,28911,POINT (-77.838886 40.896694)
SC,14-05-2021,308,308,308,3.41,3.41,3.41,9028,9028,9028,POINT (-80.864614 33.878572)
SD,14-05-2021,67,67,67,2.83,2.83,2.83,2364,2364,2364,POINT (-100.230491 44.43614)
TN,14-05-2021,708,706,711,4.12,4.12,4.12,17616,17616,17616,POINT (-86.343226 35.842998)
UT,14-05-2021,134,134,134,2.52,2.52,2.52,5321,5321,5321,POINT (-111.678222 39.323779)
VA,14-05-2021,676,676,677,4.19,4.19,4.19,16151,16151,16151,POINT (-78.666382 37.510861)
AK,15-05-2021,27,27,27,1.86,1.86,1.86,1450,1450,1450,POINT (-151.631889 63.631126)
AZ,15-05-2021,612,608,615,4.37,4.37,4.37,13998,13998,13998,POINT (-111.664616 34.293239)
CO,15-05-2021,660,647,673,6.53,6.53,6.53,10107,10107,10107,POINT (-105.547832 38.998552)
DE,15-05-2021,98,98,98,3.58,3.58,3.58,2734,2734,2734,POINT (-75.452394 38.994926)
FL,15-05-2021,3158,3158,3158,6.1,6.1,6.1,52751,52751,52751,POINT (-82.420978 28.260731)
HI,15-05-2021,49,49,49,1.98,1.98,1.98,2477,2477,2477,POINT (-157.854309 21.361013)
IA,15-05-2021,226,224,228,2.98,2.98,2.98,7670,7670,7670,POINT (-93.500061 42.074659)
IL,15-05-2021,1574,1574,1575,5.5,5.47,5.53,28629,28614,28644,POINT (-89.148632 40.124144)
KY,15-05-2021,394,394,394,3.22,3.22,3.22,12229,12229,12229,POINT (-85.290484 37.526683)
MA,15-05-2021,304,304,304,1.82,1.82,1.82,16670,16670,16670,POINT (-71.481104 42.151077)
ME,15-05-2021,132,132,132,4.61,4.61,4.61,2862,2862,2862,POINT (-69.06137 45.117911)
MN,15-05-2021,524,524,525,5.46,5.46,5.46,9600,9600,9600,POINT (-94.198308 46.349153)
MO,15-05-2021,688,688,688,4.88,4.84,4.91,14107,14098,14116,POINT (-92.477244 38.3675)
MS,15-05-2021,221,221,221,2.86,2.81,2.9,7739,7731,7747,POINT (-89.65344 32.713378)
MT,15-05-2021,62,60,64,2.17,2.17,2.17,2852,2852,2852,POINT (-109.645127 47.033521)
ND,15-05-2021,97,97,97,4.91,4.91,4.91,1977,1977,1977,POINT (-100.46931 47.446305)
NE,15-05-2021,103,103,103,2.63,2.62,2.65,3988,3986,3990,POINT (-99.810595 41.527099)
NH,15-05-2021,54,54,54,1.94,1.94,1.94,2778,2778,2778,POINT (-71.57139 43.680429)
NJ,15-05-2021,874,874,874,4.3,4.3,4.3,20327,20327,20327,POINT (-74.655514 40.110253)
NM,15-05-2021,145,145,145,3.94,3.94,3.94,3680,3680,3680,POINT (-106.108388 34.421369)
NV,15-05-2021,289,289,289,3.9,3.9,3.9,7585,7585,7585,POINT (-114.916992 39.283294)
NY,15-05-2021,2074,2073,2074,4.35,4.35,4.35,47715,47715,47715,POINT (-75.59655 42.921241)
OK,15-05-2021,197,192,203,2.14,1.3,2.97,9335,9316,9354,POINT (-97.508297 35.583449)
PA,15-05-2021,1848,1837,1858,6.57,6.25,6.88,28461,28401,28521,POINT (-77.838886 40.896694)
SC,15-05-2021,296,296,296,3.29,3.29,3.29,8998,8998,8998,POINT (-80.864614 33.878572)
SD,15-05-2021,62,62,62,2.62,2.62,2.62,2364,2364,2364,POINT (-100.230491 44.43614)
TN,15-05-2021,700,695,705,4.07,4.07,4.07,17611,17611,17611,POINT (-86.343226 35.842998)
UT,15-05-2021,145,145,145,2.72,2.72,2.72,5322,5322,5322,POINT (-111.678222 39.323779)
VA,15-05-2021,642,641,643,3.98,3.98,3.98,16118,16118,16118,POINT (-78.666382 37.510861)
AK,16-05-2021,24,24,24,1.65,1.65,1.65,1456,1456,1456,POINT (-151.631889 63.631126)
AZ,16-05-2021,594,592,596,4.31,4.18,4.44,13800,13782,13818,POINT (-111.664616 34.293239)
CO,16-05-2021,600,598,601,6.02,6.02,6.02,9958,9958,9958,POINT (-105.547832 38.998552)
DE,16-05-2021,103,103,103,3.79,3.79,3.79,2720,2720,2720,POINT (-75.452394 38.994926)
FL,16-05-2021,3055,3055,3055,5.95,5.95,5.95,52288,52288,52288,POINT (-82.420978 28.260731)
HI,16-05-2021,52,51,52,2.07,2.07,2.07,2483,2483,2483,POINT (-157.854309 21.361013)
IA,16-05-2021,201,200,202,2.65,2.43,2.88,7670,7665,7675,POINT (-93.500061 42.074659)
IL,16-05-2021,1544,1542,1545,5.4,5.4,5.4,28602,28602,28602,POINT (-89.148632 40.124144)
KY,16-05-2021,406,406,406,3.32,3.27,3.37,12235,12226,12244,POINT (-85.290484 37.526683)
MA,16-05-2021,315,315,315,1.9,1.9,1.9,16599,16599,16599,POINT (-71.481104 42.151077)
ME,16-05-2021,128,128,128,4.48,4.48,4.48,2859,2859,2859,POINT (-69.06137 45.117911)
MN,16-05-2021,496,496,497,5.26,5.26,5.26,9437,9437,9437,POINT (-94.198308 46.349153)
MO,16-05-2021,651,650,652,4.66,4.66,4.66,13961,13961,13961,POINT (-92.477244 38.3675)
MS,16-05-2021,220,219,220,2.84,2.84,2.84,7727,7727,7727,POINT (-89.65344 32.713378)
MT,16-05-2021,66,66,66,2.31,2.31,2.31,2852,2852,2852,POINT (-109.645127 47.033521)
ND,16-05-2021,93,93,93,4.71,4.71,4.71,1976,1976,1976,POINT (-100.46931 47.446305)
NE,16-05-2021,107,107,107,2.73,2.65,2.82,3989,3987,3991,POINT (-99.810595 41.527099)
NH,16-05-2021,56,56,56,2.02,2.02,2.02,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,16-05-2021,823,823,823,4.05,4.05,4.05,20328,20328,20328,POINT (-74.655514 40.110253)
NM,16-05-2021,136,136,136,3.69,3.66,3.73,3681,3678,3684,POINT (-106.108388 34.421369)
NV,16-05-2021,315,315,315,4.25,4.25,4.25,7583,7583,7583,POINT (-114.916992 39.283294)
