station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-22,18.14,33.98,19.76,29.751302,130,70.016222,1.4960638,3.149608,0.22047256
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-22,6.26,33.08,12.2,1.342164,50,10.06623,2.7952771,5.905515,0.38188997
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-01-23,-45.76,-14.8,-38.92,2.013246,350,10.06623,0.3149608,20.078751,0.01968505
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-23,-0.76,22.1,8.42,6.487126,340,19.01399,1.6929143,25.196864,0.0393701
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-01-23,18.14,33.08,27.14,5.816044,320,21.027236,0.3149608,11.81103,0.01968505
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,2017-01-23,20.12,27.14,25.52,6.71082,320,14.987498,2.0078751,1.968505,0.11023628
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-01-23,26.24,33.98,32.36,10.06623,300,29.974996,8.5826818,5.905515,0.51968532
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,2017-01-23,20.12,28.22,27.32,6.934514,300,14.987498,0.5905515,3.149608,0.03149608
ABERDEEN,SD,45.4558,-98.4131,396.8,2017-01-23,29.12,31.1,30.56,4.250186,290,12.079476,0.1181103,1.968505,0.01181103
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,2017-01-23,26.24,32,30.56,8.276678,290,19.908766,2.9921276,3.93701,0.09842525
WINNEMUCCA MUNI AP,NV,40.9017,-117.8081,1309.4,2017-01-23,14.18,33.98,32,6.039738,240,21.922012,2.5196864,3.149608,0.14960638
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,2017-01-23,-5.8,33.98,30.02,8.94776,210,63.081708,2.4015761,11.81103,0.20078751
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,2017-01-23,15.26,35.96,29.48,12.30317,210,31.093466,3.3858286,3.93701,0.16929143
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,2017-01-23,32,41,37.22,12.974252,150,40.041226,0.5905515,3.149608,0.14960638
JUNEAU INTL AP,AK,58.3567,-134.5639,4.9,2017-01-23,28.22,35.96,31.1,12.30317,110,27.96175,1.1023628,1.968505,0.14173236
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-23,33.08,39.02,32.9,8.052984,100,23.935258,5.511814,5.905515,0.5511814
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-23,35.06,37.94,36.68,4.026492,90,14.092722,0.1181103,11.81103,0.27952771
KODIAK AP,AK,57.7511,-152.4856,24.4,2017-01-23,15.26,39.02,23.54,10.737312,90,36.90951,4.0157502,5.905515,0.57086645
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-01-23,13.1,33.98,28.76,8.276678,30,23.040482,0.3149608,11.023628,0.01181103
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-01-23,30.2,33.98,32.36,10.737312,20,25.053728,0.3149608,9.055123,0.11023628
GREAT FALLS INTL AP,MT,47.4733,-111.3822,1116.8,2017-01-23,17.24,24.26,22.46,5.368656,20,12.974252,1.1023628,1.181103,0.07086618
ABERDEEN,SD,45.4558,-98.4131,396.8,2017-01-24,23.18,29.12,28.22,12.079476,360,23.040482,1.1023628,3.149608,0.01968505
PIERRE RGNL AP,SD,44.3814,-100.2856,531,2017-01-24,22.1,29.12,27.32,16.77705,360,35.119958,5.0000027,5.118113,0.53149635
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,2017-01-24,18.14,28.22,26.78,13.645334,360,27.066974,7.7952798,3.93701,0.46063017
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-01-24,20.12,31.1,29.84,12.526864,350,35.119958,9.0944931,9.055123,0.77165396
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,2017-01-24,17.24,23.18,21.74,19.237684,350,33.106712,3.5039389,1.181103,0.18897648
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-01-24,26.24,32,30.2,12.079476,340,29.08022,3.7007894,3.149608,0.5905515
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,2017-01-24,17.24,33.08,26.24,5.144962,340,25.948504,1.8110246,3.149608,0.07086618
NOME MUNI AP,AK,64.5111,-165.44,4,2017-01-24,-6.88,12.2,-0.22,3.802798,330,14.092722,0.7086618,16.141741,0.0393701
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,2017-01-24,28.22,33.98,31.28,2.908022,310,14.987498,0.1968505,1.181103,0.01181103
ALBANY AP,NY,42.7431,-73.8092,95.1,2017-01-24,32,35.06,33.44,10.513618,300,25.053728,1.4173236,1.181103,1.07874074
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-24,33.98,35.96,34.88,3.579104,300,12.079476,0.3149608,11.023628,0.18110246
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,2017-01-24,14.18,20.12,20.12,8.500372,300,19.01399,0.5118113,3.93701,0.01181103
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-01-24,29.12,32,31.46,9.171454,290,21.027236,1.181103,1.181103,0.46850419
WILLIAMSPORT,PA,41.2433,-76.9217,158.5,2017-01-24,33.08,37.94,34.7,9.395148,260,19.01399,0.7086618,1.181103,0.33858286
SPOKANE INTL AP,WA,47.6217,-117.5281,717.2,2017-01-24,28.22,31.1,29.84,5.816044,250,10.06623,0.3149608,7.086618,0.01968505
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,2017-01-24,18.14,26.24,22.46,6.934514,240,14.092722,0.1968505,1.968505,0.01181103
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-01-24,14.18,26.24,25.52,9.171454,240,25.948504,4.4881914,12.992133,0.22834658
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-24,33.08,42.08,34.34,12.526864,120,42.949248,7.9133901,14.173236,2.05118221
JUNEAU INTL AP,AK,58.3567,-134.5639,4.9,2017-01-24,33.08,42.08,35.06,21.25093,110,40.936002,0.5118113,1.968505,0.5905515
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-01-24,-22.9,14.18,-15.88,9.842536,80,25.053728,5.9842552,20.866153,0.22047256
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,2017-01-24,33.98,37.94,36.14,3.35541,60,12.079476,0.9055123,1.968505,0.1181103
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,2017-01-24,29.12,31.1,30.02,6.934514,50,17.000744,3.3070884,1.181103,0.33070884
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,2017-01-24,29.12,33.98,30.74,15.882274,40,35.119958,0.787402,1.181103,1.35826845
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-01-24,29.12,35.96,31.64,11.632088,30,36.90951,0.787402,9.055123,0.46063017
BETHEL AP,AK,60.785,-161.8292,31.1,2017-01-24,-0.76,29.12,2.48,9.842536,30,27.066974,2.7952771,5.905515,0.27952771
HARTFORD BRADLEY INTL AP,CT,41.9381,-72.6825,57.9,2017-01-24,33.08,37.94,34.52,17.000744,20,36.014734,1.4173236,2.0078751,0.88976426
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,2017-01-24,12.2,18.14,18.68,10.06623,20,25.053728,4.6850419,7.87402,0.11023628
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,2017-01-25,29.12,32,30.92,13.869028,360,25.948504,2.2047256,1.181103,0.09055123
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,2017-01-25,26.24,32,30.92,17.224438,350,31.093466,5.9842552,7.87402,0.44881914
SIOUX CITY GATEWAY AP,IA,42.3914,-96.3792,333.8,2017-01-25,25.16,32,30.56,19.461378,350,34.001488,2.0078751,3.93701,0.05905515
SIOUX FALLS,SD,43.5878,-96.7289,435.9,2017-01-25,25.16,29.12,28.04,16.105968,350,31.988242,3.1102379,5.905515,0.14173236
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,2017-01-25,31.1,35.96,35.42,9.618842,340,25.053728,2.9133874,3.149608,0.46850419
ABERDEEN,SD,45.4558,-98.4131,396.8,2017-01-25,21.2,24.26,23.9,17.224438,340,27.96175,0.3149608,3.149608,0.01181103
DUBUQUE RGNL AP,IA,42.3978,-90.7036,321.9,2017-01-25,29.12,33.08,32.72,12.30317,340,27.96175,2.9921276,1.181103,0.31102379
WATERLOO MUNI AP,IA,42.5544,-92.4011,264.6,2017-01-25,28.22,33.98,33.26,14.316416,340,33.106712,2.0078751,1.968505,0.40944904
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-01-25,28.22,35.06,29.66,4.697574,330,17.000744,0.787402,3.149608,0.05905515
LINCOLN MUNI AP,NE,40.8508,-96.7475,362.7,2017-01-25,23.18,33.08,30.56,16.105968,330,31.093466,0.7086618,1.181103,0.07086618
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,2017-01-25,20.12,29.12,26.06,20.356154,330,36.014734,3.5039389,5.905515,0.16929143
NORTH PLATTE RGNL AP,NE,41.1214,-100.6694,846.7,2017-01-25,20.12,27.14,23.18,16.105968,330,29.974996,0.393701,1.181103,0.01181103
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,2017-01-25,12.2,27.14,19.94,11.408394,330,31.093466,0.393701,9.055123,0.01968505
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-01-25,18.14,22.1,19.76,16.105968,330,31.988242,0.7086618,9.055123,0.01181103
PIERRE RGNL AP,SD,44.3814,-100.2856,531,2017-01-25,17.24,22.1,19.94,19.908766,320,29.08022,0.5118113,11.023628,0.05118113
OMAHA EPPLEY AIRFIELD,NE,41.3103,-95.8992,299.3,2017-01-25,24.26,33.08,31.46,17.89552,310,33.106712,1.4173236,1.181103,0.05118113
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-25,31.1,33.98,33.62,9.171454,300,27.96175,2.5984266,3.149608,0.25984266
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,2017-01-25,24.26,28.22,27.5,4.921268,280,14.092722,1.6141741,1.181103,0.09055123
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-25,33.08,35.96,34.88,2.013246,260,10.06623,0.7086618,1.181103,0.14173236
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-01-25,28.22,37.94,31.82,8.276678,250,23.040482,0.1968505,1.181103,0.01181103
ALAMOSA SAN LUIS AP,CO,37.4389,-105.8614,2296.1,2017-01-25,0.14,23.18,16.34,3.579104,240,12.079476,0.7086618,5.118113,0.01181103
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,2017-01-25,11.12,23.18,18.68,4.921268,240,14.987498,1.1023628,14.960638,0.09842525
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-25,32,35.06,33.08,2.684328,240,10.961006,1.6141741,1.968505,0.25984266
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-01-25,18.14,30.2,22.28,1.11847,190,8.052984,3.7007894,11.023628,0.12992133
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264,2017-01-25,31.1,33.08,33.08,11.1847,120,27.96175,5.1968532,1.968505,0.6299216
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-01-25,14.18,21.2,14.54,9.171454,100,31.988242,3.1102379,24.015761,0.1181103
NOME MUNI AP,AK,64.5111,-165.44,4,2017-01-25,12.2,28.22,13.64,12.750558,80,23.935258,1.6929143,18.110246,0.09842525
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-01-25,-15.88,-2.74,-12.28,11.855782,60,18.119214,0.3149608,5.905515,0.01181103
HURON RGNL AP,SD,44.3981,-98.2231,390.1,2017-01-25,21.2,25.16,24.8,17.89552,40,29.974996,0.9842525,3.149608,0.05905515
BETHEL AP,AK,60.785,-161.8292,31.1,2017-01-25,23.18,33.08,26.6,10.289924,40,21.027236,0.1181103,5.905515,0.01181103
DULUTH,MN,46.8369,-92.2097,435.3,2017-01-25,24.26,29.12,27.32,11.1847,30,27.066974,0.5905515,7.87402,0.01181103
ABERDEEN,SD,45.4558,-98.4131,396.8,2017-01-26,3.2,21.2,19.22,11.855782,330,25.948504,0.1968505,3.149608,0.01181103
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264,2017-01-26,27.14,32,30.56,8.500372,320,25.948504,0.1181103,3.93701,0.01181103
GREEN BAY,WI,44.4983,-88.1111,207.9,2017-01-26,32,37.04,34.34,14.763804,320,25.053728,0.1181103,1.968505,0.01181103
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-26,29.12,35.96,34.34,12.750558,300,31.988242,0.3149608,9.842525,0.01181103
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-26,24.26,33.98,32.18,10.06623,290,29.08022,2.4015761,5.118113,0.14960638
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-26,23.18,31.1,30.38,18.342908,280,38.02798,0.5118113,3.149608,0.05118113
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-26,19.22,23.18,21.74,26.395892,280,44.067718,1.4960638,18.110246,0.0787402
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-26,29.12,37.04,33.98,9.395148,280,29.08022,0.787402,1.181103,0.09842525
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-01-26,31.1,39.02,35.96,10.961006,270,33.106712,1.181103,1.968505,0.05905515
WINNEMUCCA MUNI AP,NV,40.9017,-117.8081,1309.4,2017-01-26,14.18,35.96,28.22,4.697574,160,14.092722,0.5118113,1.968505,0.01968505
KODIAK AP,AK,57.7511,-152.4856,24.4,2017-01-26,33.08,39.02,36.5,7.605596,140,29.974996,0.1181103,1.968505,0.53937037
PENDLETON,OR,45.6906,-118.8528,461.8,2017-01-26,30.2,37.04,31.64,2.460634,110,8.94776,0.5118113,1.181103,0.01968505
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,2017-01-26,18.14,31.1,25.34,3.802798,40,27.96175,1.1023628,1.181103,0.03149608
COLORADO SPRINGS MUNI AP,CO,38.81,-104.6883,1884,2017-01-26,11.12,26.24,19.22,5.59235,20,17.000744,1.4173236,1.181103,0.03149608
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-27,28.22,30.2,29.3,11.1847,290,25.948504,3.3858286,11.023628,0.25196864
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-27,23.18,28.22,26.78,10.513618,290,23.935258,1.1023628,5.118113,0.0787402
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-27,27.14,33.98,30.02,8.724066,290,23.040482,0.3149608,1.968505,0.03149608
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-01-27,27.14,31.1,30.02,14.987498,280,34.001488,0.3149608,3.149608,0.01181103
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,2017-01-27,25.16,31.1,28.94,9.842536,280,27.066974,0.5905515,1.181103,0.05905515
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-01-27,30.2,37.94,35.96,12.974252,270,31.988242,0.5118113,1.968505,0.05118113
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,2017-01-27,29.12,32,31.28,13.197946,270,34.001488,1.181103,1.181103,0.1181103
YAKIMA AIR TERMINAL,WA,46.5683,-120.5428,324.3,2017-01-27,31.1,37.04,32.72,2.460634,270,10.06623,0.1968505,7.086618,0.01181103
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-27,20.12,28.22,21.38,27.96175,270,51.002232,0.1968505,18.110246,0.01968505
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-27,20.12,29.12,25.34,13.42164,260,34.001488,2.0866153,5.118113,0.20866153
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-01-27,28.22,32,31.46,14.316416,250,29.08022,0.9055123,1.181103,0.09055123
KING SALMON,AK,58.6794,-156.6294,19.2,2017-01-27,15.26,31.1,30.38,6.263432,240,16.105968,0.1181103,1.181103,0.01181103
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-27,26.24,33.98,32.18,4.697574,180,19.908766,0.5118113,20.078751,0.0393701
NOME MUNI AP,AK,64.5111,-165.44,4,2017-01-27,16.16,26.24,26.78,7.605596,130,25.053728,1.1023628,18.897648,0.05905515
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-01-28,10.22,17.24,13.1,5.144962,340,18.119214,0.5118113,20.078751,0.0393701
BISMARCK,ND,46.7708,-100.7603,505.4,2017-01-28,30.2,37.94,33.62,14.763804,320,40.041226,0.5905515,16.141741,0.01968505
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-28,20.12,31.1,29.3,9.171454,310,25.948504,0.5905515,1.968505,0.05118113
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-01-28,14.18,30.2,27.5,9.171454,300,27.066974,1.1023628,12.992133,0.05905515
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-28,20.12,28.22,26.06,10.06623,300,29.08022,2.4015761,5.905515,0.11023628
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,2017-01-28,27.14,33.08,29.3,12.30317,290,31.093466,0.3149608,1.181103,0.03149608
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-01-28,24.26,27.14,25.52,9.171454,270,23.935258,2.4015761,3.93701,0.09055123
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,2017-01-28,16.16,29.12,24.98,14.987498,260,36.90951,0.7086618,18.110246,0.09842525
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-01-28,25.16,30.2,27.32,12.974252,250,31.988242,0.5905515,1.181103,0.01181103
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-01-28,27.14,30.2,28.94,13.42164,250,35.119958,1.8110246,1.181103,0.14960638
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-01-28,-1.84,20.12,7.7,3.35541,250,12.079476,2.5984266,20.078751,0.09842525
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,2017-01-28,26.24,35.96,28.58,8.276678,240,27.066974,0.9842525,1.968505,0.01181103
COLD BAY AP,AK,55.2208,-162.7325,23.8,2017-01-28,18.14,33.98,27.14,9.842536,230,34.001488,0.1181103,5.118113,0.01181103
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,2017-01-28,25.16,30.2,28.58,14.763804,220,29.974996,0.3149608,1.181103,0.03149608
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-01-28,25.16,33.08,29.66,7.381902,190,23.040482,5.7086645,25.196864,0.31889781
BETHEL AP,AK,60.785,-161.8292,31.1,2017-01-28,16.16,28.22,18.14,19.237684,150,36.014734,0.1968505,5.905515,0.01968505
NOME MUNI AP,AK,64.5111,-165.44,4,2017-01-28,18.14,24.26,19.94,14.54011,140,35.119958,1.2992133,20.078751,0.05118113
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-01-28,12.2,22.1,18.86,16.105968,110,31.988242,0.5905515,25.196864,0.03149608
DULUTH,MN,46.8369,-92.2097,435.3,2017-01-29,4.1,18.14,16.34,9.171454,340,21.027236,0.1968505,7.87402,0.01181103
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,2017-01-29,22.1,27.14,25.88,6.263432,330,21.922012,0.7086618,1.181103,0.01968505
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-29,17.24,21.2,19.76,7.158208,320,19.01399,0.9842525,1.968505,0.09842525
DETROIT METRO AP,MI,42.2314,-83.3308,192.3,2017-01-29,25.16,30.2,28.58,7.158208,310,19.01399,2.0078751,1.181103,0.05118113
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-01-29,24.26,30.2,27.32,8.052984,300,23.040482,1.4173236,1.181103,0.0787402
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-01-29,25.16,31.1,28.58,8.052984,300,25.948504,1.8897648,3.149608,0.12992133
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-29,10.22,22.1,20.66,7.158208,280,17.000744,0.3149608,7.086618,0.01968505
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,2017-01-29,25.16,32,30.38,5.59235,260,27.96175,4.0944904,1.181103,0.18897648
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,2017-01-29,27.14,32,30.02,8.052984,260,18.119214,0.3149608,1.181103,0.03149608
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,2017-01-29,26.24,30.2,28.22,8.276678,250,18.119214,0.1968505,1.181103,0.01968505
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-01-29,19.22,27.14,26.06,8.500372,240,23.040482,0.9055123,3.149608,0.03149608
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-29,21.2,35.96,34.52,2.23694,230,21.027236,1.6141741,1.968505,0.16141741
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-01-29,-3.82,17.24,12.38,3.131716,150,10.961006,0.9842525,20.078751,0.0393701
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-01-29,-6.88,18.14,7.52,2.23694,120,8.94776,0.393701,12.992133,0.01968505
NOME MUNI AP,AK,64.5111,-165.44,4,2017-01-29,18.14,25.16,21.56,15.882274,110,29.974996,0.5118113,20.866153,0.01181103
CLEVELAND,OH,41.4131,-81.86,232.6,2017-01-30,23.18,27.14,26.24,8.724066,340,21.027236,2.2834658,3.93701,0.14960638
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,2017-01-30,15.26,42.08,25.52,10.513618,330,31.988242,0.5905515,1.181103,0.09842525
WASHINGTON REAGAN AP,VA,38.8483,-77.0342,3,2017-01-30,30.2,39.02,36.32,10.06623,320,33.106712,0.9842525,1.181103,0.07086618
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-01-30,24.26,37.04,28.04,10.737312,320,23.040482,0.3149608,3.93701,0.03149608
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-01-30,13.1,22.1,17.6,6.263432,320,19.01399,0.3149608,1.968505,0.01968505
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-01-30,20.12,25.16,23.72,8.94776,300,25.948504,1.181103,3.149608,0.07086618
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-01-30,21.2,26.24,24.62,7.158208,300,21.922012,5.3149635,5.905515,0.22047256
BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,766.3,2017-01-30,19.22,28.22,23.36,9.618842,290,25.948504,1.6929143,5.118113,0.0393701
SALISBURY WICOMICO RGNL AP,MD,38.3406,-75.5103,14.6,2017-01-30,22.1,39.92,34.88,8.276678,290,31.988242,0.5118113,0.9842525,0.16929143
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,2017-01-30,22.1,28.22,26.06,10.06623,290,33.106712,1.4173236,1.181103,0.05905515
JACKSON,KY,37.5908,-83.3131,415.7,2017-01-30,24.26,39.92,29.12,6.487126,280,23.040482,0.5118113,1.181103,0.01181103
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,2017-01-30,15.26,24.26,22.28,6.71082,280,19.908766,1.4960638,1.181103,0.07086618
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,2017-01-30,23.18,26.24,25.34,10.961006,280,25.053728,0.5905515,1.181103,0.03149608
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,2017-01-30,-1.84,37.04,16.16,16.77705,280,40.041226,0.1968505,9.842525,0.03149608
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,2017-01-30,13.1,26.24,23.72,8.500372,250,27.96175,1.4960638,5.118113,0.01181103
TOLEDO EXPRESS AP,OH,41.5886,-83.8014,203.9,2017-01-30,19.22,28.22,23.72,7.158208,240,21.922012,0.1968505,1.181103,0.01181103
DETROIT METRO AP,MI,42.2314,-83.3308,192.3,2017-01-30,18.14,27.14,24.08,6.934514,240,19.01399,1.4173236,1.968505,0.05905515
LANSING CAPITAL CITY AP,MI,42.7803,-84.5789,256.3,2017-01-30,11.12,25.16,19.76,5.816044,190,21.922012,1.2992133,1.181103,0.0787402
LEXINGTON BLUEGRASS AP,KY,38.0408,-84.6058,298.7,2017-01-30,21.2,37.94,28.94,10.289924,190,23.040482,0.393701,1.181103,0.01181103
SOUTH BEND MICHIANA RGNL AP,IN,41.7072,-86.3164,235.6,2017-01-30,19.22,32,22.28,10.961006,180,23.935258,1.8110246,3.93701,0.05118113
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,2017-01-30,20.12,27.14,23.54,9.618842,170,19.908766,0.7086618,1.968505,0.03149608
GREEN BAY,WI,44.4983,-88.1111,207.9,2017-01-30,10.22,26.24,17.24,7.605596,170,19.908766,4.4881914,1.181103,0.14960638
MCGRATH AP,AK,62.9575,-155.6103,101.5,2017-01-30,-0.76,39.02,11.48,6.263432,170,38.922756,0.3149608,12.992133,0.01968505
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,2017-01-30,8.24,35.06,17.96,9.618842,160,23.935258,0.5118113,3.149608,0.0393701
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-01-30,5.18,20.12,14.18,4.026492,160,16.105968,0.3149608,7.086618,0.01968505
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264,2017-01-30,3.2,33.08,15.26,7.605596,150,25.053728,2.0078751,3.149608,0.1181103
BETHEL AP,AK,60.785,-161.8292,31.1,2017-01-30,28.22,35.06,30.74,22.145706,150,42.949248,2.4015761,5.905515,0.25196864
GRAND RAPIDS,MI,42.8939,-85.5447,237.1,2017-01-30,16.16,25.16,21.56,7.158208,150,18.119214,2.4015761,1.181103,0.11023628
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-01-30,8.24,24.26,14,4.697574,140,14.987498,2.0078751,11.023628,0.11023628
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,2017-01-30,20.12,26.24,22.64,8.724066,130,21.027236,1.8110246,3.149608,0.11023628
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-01-30,21.2,30.2,23.72,33.330406,130,50.107456,0.5118113,25.196864,0.03149608
DULUTH,MN,46.8369,-92.2097,435.3,2017-01-30,9.14,20.12,13.46,9.618842,110,14.987498,4.0157502,7.87402,0.29921276
NOME MUNI AP,AK,64.5111,-165.44,4,2017-01-30,24.26,31.1,25.88,21.922012,100,46.080964,1.6929143,22.047256,0.12992133
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-01-30,20.12,32,26.24,1.789552,90,10.06623,0.393701,1.968505,0.03149608
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,2017-01-30,16.16,24.26,20.48,6.934514,10,19.01399,1.4173236,1.181103,0.07086618
VALENTINE MILLER FLD,NE,42.8783,-100.55,789.4,2017-01-31,25.16,37.04,32.36,8.500372,360,23.040482,0.5118113,1.181103,0.01968505
