station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
BRIDGEPORT SIKORSKY MEM AP,CT,41.1583,-73.1289,1.5,2017-02-09,16.16,41,34.88,17.224438,350,44.962494,10.3149662,1.968505,0.83858313
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-02-09,9.14,25.16,19.04,13.645334,340,36.90951,5.7086645,5.118113,0.14960638
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,2017-02-09,18.14,42.08,32.9,21.474624,340,48.09421,14.2913463,1.181103,1.2992133
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,2017-02-09,10.22,32,25.52,15.65858,340,38.922756,7.5196891,1.968505,0.42913409
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-02-09,14.18,20.12,16.52,5.368656,340,21.027236,2.7165369,24.015761,0.09055123
HARTFORD BRADLEY INTL AP,CT,41.9381,-72.6825,57.9,2017-02-09,11.12,33.98,29.48,15.434886,330,40.041226,15.5118194,12.992133,0.94881941
CONCORD MUNI AP,NH,43.1953,-71.5011,105.5,2017-02-09,8.24,32,26.6,12.30317,330,38.02798,6.299216,11.81103,0.53937037
BETHEL AP,AK,60.785,-161.8292,31.1,2017-02-09,-8.86,6.26,-2.74,12.974252,330,23.040482,0.1181103,5.905515,0.01181103
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,2017-02-09,19.22,44.06,36.14,21.474624,320,44.067718,10.0000054,1.968505,0.87007921
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,2017-02-09,17.24,26.24,23,14.316416,320,35.119958,1.4173236,1.181103,0.07086618
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,2017-02-09,-20.74,2.12,-0.94,0.894776,320,6.039738,0.1968505,22.834658,0.01968505
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,2017-02-09,17.24,27.14,23.72,14.987498,310,34.001488,1.181103,1.968505,0.0787402
GRAND RAPIDS,MI,42.8939,-85.5447,237.1,2017-02-09,12.2,20.12,18.32,12.079476,310,29.974996,0.7086618,1.181103,0.01181103
MIDDLETOWN HARRISBURG INTL AP,PA,40.1936,-76.7633,95.1,2017-02-09,23.18,44.06,33.44,17.224438,300,42.949248,3.5826791,3.149608,0.6299216
NEWARK INTL AP,NJ,40.6825,-74.1694,2.1,2017-02-09,19.22,42.98,34.88,20.803542,300,48.09421,7.7952798,1.968505,0.81102406
ALBANY AP,NY,42.7431,-73.8092,95.1,2017-02-09,7.16,31.1,23.72,10.513618,300,31.093466,11.1811084,7.086618,0.61811057
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-02-09,11.12,26.24,19.94,12.526864,300,29.08022,3.5826791,1.181103,0.16141741
CLEVELAND,OH,41.4131,-81.86,232.6,2017-02-09,19.22,28.22,25.34,15.434886,300,31.093466,0.393701,1.181103,0.01968505
NEW YORK JFK INTL AP,NY,40.6386,-73.7622,3.4,2017-02-09,19.22,44.06,35.42,23.040482,300,48.09421,8.3070911,1.181103,0.74015788
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,2017-02-09,18.14,29.12,25.7,15.211192,300,38.922756,2.0078751,3.149608,0.09055123
WILLIAMSPORT,PA,41.2433,-76.9217,158.5,2017-02-09,19.22,33.08,29.3,10.961006,290,36.014734,6.1023655,5.905515,0.57086645
ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,603.2,2017-02-09,15.26,39.02,30.38,13.42164,280,38.922756,7.9133901,1.181103,0.14960638
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,2017-02-09,15.26,23.18,21.38,13.197946,280,33.106712,0.787402,1.181103,0.03149608
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-09,5.18,19.22,11.84,12.30317,270,31.988242,4.6850419,20.866153,0.27165369
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,2017-02-09,12.2,25.16,21.92,11.408394,270,29.974996,0.9842525,3.149608,0.05118113
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-02-09,-19.84,-4.9,-11.2,13.197946,270,25.053728,0.1181103,5.905515,0.01181103
GRAND FORKS INTL AP,ND,47.9428,-97.1839,256.6,2017-02-09,-8.86,22.1,-0.76,13.197946,180,31.988242,0.1181103,5.118113,0.01968505
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,2017-02-09,17.24,41,21.02,5.59235,150,29.08022,2.5196864,24.015761,0.46063017
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-02-09,30.2,32,30.92,5.59235,80,14.987498,3.8976399,1.968505,0.25196864
BETTLES AP,AK,66.9161,-151.5089,195.7,2017-02-09,-31.9,-4.9,-19.66,3.802798,20,21.027236,0.1181103,18.897648,0.01181103
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-02-09,7.16,24.26,16.16,11.632088,10,25.053728,1.6141741,3.93701,0.1181103
BURLINGTON INTL AP,VT,44.4683,-73.15,100.6,2017-02-10,6.26,13.1,9.86,11.632088,330,38.922756,0.1968505,3.93701,0.01968505
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,2017-02-10,8.24,14.18,13.1,6.71082,330,19.908766,2.5984266,25.196864,0.1181103
HARTFORD BRADLEY INTL AP,CT,41.9381,-72.6825,57.9,2017-02-10,4.1,27.14,16.88,9.842536,310,38.02798,0.7086618,11.81103,0.0393701
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,2017-02-10,15.26,26.24,17.24,8.500372,300,29.08022,1.8897648,3.93701,0.09055123
HELENA RGNL AP,MT,46.6056,-111.9636,1166.8,2017-02-10,33.08,44.06,44.06,8.94776,290,29.974996,0.1968505,3.93701,0.05905515
BINGHAMTON,NY,42.1997,-75.985,489.5,2017-02-10,10.22,22.1,14.72,10.513618,280,25.053728,0.5905515,5.118113,0.05118113
ALBANY AP,NY,42.7431,-73.8092,95.1,2017-02-10,3.2,23.18,14.72,9.618842,280,34.001488,0.9842525,9.055123,0.07086618
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,2017-02-10,19.22,31.1,21.74,12.974252,280,36.014734,2.5196864,1.181103,0.12992133
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,2017-02-10,-11.74,2.12,-11.74,18.342908,280,33.106712,0.3149608,5.905515,0.01968505
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,2017-02-10,11.12,33.98,18.32,8.94776,270,19.908766,1.4960638,20.866153,0.20078751
PROVIDENCE T F GREEN AP,RI,41.7219,-71.4325,18.3,2017-02-10,8.24,27.14,18.14,10.289924,260,40.041226,0.5118113,11.023628,0.03149608
YAKUTAT STATE AP,AK,59.5119,-139.6711,10.1,2017-02-10,27.14,33.98,30.56,7.381902,210,31.988242,8.8976426,16.141741,0.57086645
DULUTH,MN,46.8369,-92.2097,435.3,2017-02-10,12.2,39.02,19.94,12.974252,190,35.119958,0.393701,14.173236,0.03149608
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,2017-02-10,7.16,31.1,15.8,9.842536,180,29.974996,0.393701,7.086618,0.05118113
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,2017-02-10,11.12,26.24,15.98,8.724066,180,25.053728,1.1023628,3.93701,0.16141741
ERIE INTL AP,PA,42.08,-80.1825,222.5,2017-02-10,20.12,35.06,22.28,16.105968,170,38.02798,0.5905515,1.181103,0.03149608
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,2017-02-10,11.12,26.24,16.16,7.158208,140,25.053728,6.1811057,22.834658,0.48031522
HARTFORD BRADLEY INTL AP,CT,41.9381,-72.6825,57.9,2017-02-11,20.12,30.2,23.54,5.59235,360,14.987498,0.5905515,12.992133,0.0393701
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,2017-02-11,7.16,15.26,9.86,11.1847,360,23.935258,5.9842552,9.055123,0.20866153
PROVIDENCE T F GREEN AP,RI,41.7219,-71.4325,18.3,2017-02-11,20.12,28.22,23.9,7.605596,350,19.908766,1.4173236,11.023628,0.09842525
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,2017-02-11,26.24,37.04,33.44,7.158208,310,25.948504,0.393701,7.87402,0.01181103
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,2017-02-11,-8.86,4.1,-1.66,9.618842,310,21.027236,0.393701,25.984266,0.03149608
